pID,conditions,ts,headsetDetected,headsetPosX,headsetPosY,headsetPosZ,headsetRot,leftDetected,leftControllerPosX,leftControllerPosY,leftControllerPosZ,leftControllerRot,leftTrigger,leftGrip,leftPrimaryButton,leftSecondaryButton,leftPrimary2DAxisClick,leftThumbstickX,leftThumbstickY,rightDetected,rightControllerPosX,rightControllerPosY,rightControllerPosZ,rightControllerRot,rightTrigger,rightGrip,rightPrimaryButton,rightSecondaryButton,rightPrimary2DAxisClick,rightThumbstickX,rightThumbstickY
7,"Environment: 2, FiringMode: 1",6.116906,true,-1.497653,2.249756,0.9570823,"(-0.2588,-0.9279,-0.2330,0.1328)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.139327,true,-1.497603,2.249827,0.9585341,"(-0.2563,-0.9295,-0.2317,0.1293)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.166906,true,-1.497115,2.24982,0.9599849,"(-0.2533,-0.9315,-0.2276,0.1278)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.195414,true,-1.497002,2.250515,0.9608487,"(-0.2536,-0.9323,-0.2258,0.1245)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.223668,true,-1.49717,2.251411,0.961993,"(-0.2518,-0.9322,-0.2280,0.1253)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.252363,true,-1.497528,2.252014,0.9635929,"(-0.2509,-0.9318,-0.2282,0.1297)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.281553,true,-1.497963,2.252571,0.9648038,"(-0.2471,-0.9320,-0.2296,0.1326)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.309299,true,-1.498506,2.253996,0.9659877,"(-0.2454,-0.9321,-0.2294,0.1353)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.334244,true,-1.499425,2.254785,0.9674253,"(-0.2424,-0.9321,-0.2305,0.1391)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.362064,true,-1.500444,2.255599,0.9692963,"(-0.2374,-0.9336,-0.2282,0.1415)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.39044,true,-1.501948,2.256783,0.9707991,"(-0.2309,-0.9341,-0.2304,0.1449)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.419196,true,-1.503396,2.258055,0.9726133,"(-0.2274,-0.9335,-0.2337,0.1493)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.447748,true,-1.504779,2.258965,0.97465,"(-0.2236,-0.9334,-0.2352,0.1529)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.47521,true,-1.506357,2.259871,0.9768128,"(-0.2180,-0.9335,-0.2381,0.1563)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.503018,true,-1.507581,2.260701,0.9789014,"(-0.2124,-0.9334,-0.2413,0.1597)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.531107,true,-1.509022,2.261755,0.980752,"(-0.2064,-0.9341,-0.2427,0.1612)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.557713,true,-1.510463,2.262442,0.9827045,"(-0.2016,-0.9349,-0.2433,0.1614)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.585526,true,-1.511839,2.26363,0.9846218,"(-0.1983,-0.9350,-0.2448,0.1629)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.613832,true,-1.513135,2.264438,0.9867252,"(-0.1943,-0.9350,-0.2465,0.1652)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.642131,true,-1.514333,2.264844,0.9883911,"(-0.1919,-0.9346,-0.2475,0.1684)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.67011,true,-1.515687,2.265318,0.9900681,"(-0.1906,-0.9347,-0.2468,0.1703)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.698167,true,-1.517104,2.265333,0.9915429,"(-0.1877,-0.9352,-0.2452,0.1731)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.7259,true,-1.518519,2.265547,0.9928063,"(-0.1841,-0.9359,-0.2436,0.1755)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
7,"Environment: 2, FiringMode: 1",6.754037,true,-1.519727,2.265501,0.9939864,"(-0.1809,-0.9365,-0.2415,0.1784)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2
