pID,conditions,ts,headsetDetected,headsetPosX,headsetPosY,headsetPosZ,headsetRot,leftDetected,leftControllerPosX,leftControllerPosY,leftControllerPosZ,leftControllerRot,leftTrigger,leftGrip,leftPrimaryButton,leftSecondaryButton,leftPrimary2DAxisClick,leftThumbstickX,leftThumbstickY,rightDetected,rightControllerPosX,rightControllerPosY,rightControllerPosZ,rightControllerRot,rightTrigger,rightGrip,rightPrimaryButton,rightSecondaryButton,rightPrimary2DAxisClick,rightThumbstickX,rightThumbstickY
3,"Environment: 1, AimModifier: 1",5.288898,true,-1.495442,2.388843,1.035277,"(-0.0283,0.9968,-0.0234,0.0710)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884313,2.111382,0.6133755,"(-0.2725,0.9482,0.0942,-0.1333)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.31242,true,-1.495455,2.388875,1.035255,"(-0.0279,0.9968,-0.0234,0.0713)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884281,2.111371,0.6133602,"(-0.2723,0.9483,0.0941,-0.1332)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.339684,true,-1.495445,2.388863,1.035215,"(-0.0278,0.9968,-0.0236,0.0713)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.88412,2.111447,0.6134714,"(-0.2720,0.9484,0.0942,-0.1333)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.369168,true,-1.495475,2.388968,1.03503,"(-0.0278,0.9968,-0.0230,0.0709)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884201,2.111412,0.6134323,"(-0.2720,0.9484,0.0943,-0.1332)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.396446,true,-1.495522,2.389009,1.034971,"(-0.0273,0.9969,-0.0229,0.0706)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.88416,2.111463,0.6134905,"(-0.2724,0.9482,0.0943,-0.1334)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.424289,true,-1.495546,2.389233,1.034696,"(-0.0266,0.9969,-0.0218,0.0703)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884146,2.111488,0.6135063,"(-0.2724,0.9482,0.0944,-0.1335)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.452239,true,-1.496213,2.391205,1.033631,"(-0.0226,0.9973,-0.0182,0.0677)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.88405,2.11155,0.6135552,"(-0.2723,0.9482,0.0943,-0.1334)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.480201,true,-1.496857,2.393866,1.032075,"(-0.0170,0.9979,-0.0054,0.0624)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884075,2.111673,0.6138941,"(-0.2727,0.9480,0.0950,-0.1338)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.508784,true,-1.497744,2.395353,1.031953,"(-0.0142,0.9984,0.0074,0.0540)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884449,2.111856,0.6147748,"(-0.2738,0.9474,0.0978,-0.1339)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.536367,true,-1.499242,2.395654,1.03214,"(-0.0089,0.9990,0.0150,0.0409)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.884349,2.112825,0.6168215,"(-0.2719,0.9474,0.1061,-0.1316)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.563306,true,-1.500408,2.395989,1.032576,"(-0.0004,0.9995,0.0157,0.0285)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.883401,2.114902,0.6193327,"(-0.2717,0.9467,0.1241,-0.1208)",0,0,0,0,0,0,0
3,"Environment: 1, AimModifier: 1",5.591557,true,-1.501002,2.397148,1.03161,"(0.0047,0.9997,0.0180,0.0172)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.88193,2.119036,0.6252546,"(-0.2642,0.9443,0.1596,-0.1143)",0,0,0,0,0,0,0
