pID,conditions,ts,headsetDetected,headsetPosX,headsetPosY,headsetPosZ,headsetRot,leftDetected,leftControllerPosX,leftControllerPosY,leftControllerPosZ,leftControllerRot,leftTrigger,leftGrip,leftPrimaryButton,leftSecondaryButton,leftPrimary2DAxisClick,leftThumbstickX,leftThumbstickY,rightDetected,rightControllerPosX,rightControllerPosY,rightControllerPosZ,rightControllerRot,rightTrigger,rightGrip,rightPrimaryButton,rightSecondaryButton,rightPrimary2DAxisClick,rightThumbstickX,rightThumbstickY
1,"Environment: 2, FiringMode: 1",5.436074,true,-1.471637,2.331905,1.019412,"(-0.0170,-0.9728,-0.0187,0.2301)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.812632,2.016366,0.9126851,"(0.2025,-0.9111,-0.1461,0.3281)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.460836,true,-1.472036,2.331699,1.020028,"(-0.0162,-0.9726,-0.0177,0.2311)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.813172,2.015373,0.9112124,"(0.1898,-0.9084,-0.1349,0.3473)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.487686,true,-1.472348,2.331644,1.020597,"(-0.0162,-0.9725,-0.0153,0.2318)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.814301,2.013373,0.9086398,"(0.1752,-0.9041,-0.1154,0.3722)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.514944,true,-1.47246,2.331744,1.02075,"(-0.0178,-0.9726,-0.0144,0.2312)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.810984,2.014418,0.9070227,"(0.1550,-0.9093,-0.1148,0.3687)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.541313,true,-1.472658,2.331888,1.020868,"(-0.0182,-0.9727,-0.0141,0.2308)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.808218,2.01456,0.9055097,"(0.1334,-0.9108,-0.1081,0.3755)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.567991,true,-1.472776,2.33167,1.021043,"(-0.0163,-0.9729,-0.0108,0.2305)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.808924,2.014668,0.9051259,"(0.1378,-0.9028,-0.1094,0.3925)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.59987,true,-1.47275,2.330884,1.021232,"(-0.0136,-0.9730,-0.0053,0.2301)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.80555,2.01549,0.9040433,"(0.0992,-0.9012,-0.1151,0.4060)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.627227,true,-1.472698,2.329949,1.021307,"(-0.0123,-0.9733,0.0004,0.2292)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.800288,2.01632,0.9032592,"(0.0822,-0.9135,-0.1217,0.3794)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.653742,true,-1.472783,2.329146,1.020916,"(-0.0113,-0.9738,0.0026,0.2272)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.797586,2.016171,0.9015265,"(0.0736,-0.9150,-0.1164,0.3792)",0,0,0,0,0,0,0
1,"Environment: 2, FiringMode: 1",5.707595,true,-1.472406,2.328485,1.019867,"(-0.0106,-0.9747,0.0030,0.2231)",false,0,0,0,NA,-1,-1,-1,-1,-1,-2,-2,true,-1.799734,2.016402,0.902135,"(0.0830,-0.9118,-0.1171,0.3848)",0,0,0,0,0,0,0
